show_id,type,title,director,date_added,rating,duration,description
80213658,Movie,Iliza Shlesinger: Elder Millennial,Steve Paley,24-Jul-18,TV-MA,72 min,"Newly engaged comic Iliza Shlesinger dives into undeniable truths about life at age 35, the insanity of the road traveled and what's to come."
80239666,Movie,Illang: The Wolf Brigade,Kim Jee-woon,19-Oct-18,TV-MA,140 min,"In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby."
81048554,Movie,Imago,"Karan Shivajirao Chavan, Vikram Tanajirao Patil",20-Mar-19,TV-PG,97 min,"A teen with vitiligo struggles with self-doubt and anxiety until a new schoolteacher sees her through a different lens, and urges her to do the same."
80211380,Movie,In Darkness,Anthony Byrne,22-Sep-18,TV-MA,101 min,"A blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes."
80216541,Movie,In Family I Trust,Patricia Font,10-May-19,TV-MA,98 min,"After her partner cheats on her, an architect returns to her hometown to reassess her life with the help of her eccentric family. Based on the novel."
80231903,Movie,In the Shadow of the Moon,Jim Mickle,27-Sep-19,TV-MA,116 min,A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.
80237905,Movie,In the Tall Grass,Vincenzo Natali,4-Oct-19,TV-MA,102 min,"After hearing a boy's cry for help, a pregnant woman and her brother wade into a vast field of grass, only to discover there may be no way out."
80202352,Movie,Incoming,Eric Zaragosa,26-Oct-18,TV-MA,89 min,"When an imprisoned terrorist cell hijacks a high-security prison in outer space, a CIA agent becomes the one chance of stopping them."
81093122,Movie,Inhuman Kiss,Sittisiri Mongkolsiri,30-Jun-19,TV-MA,122 min,A teenage girl is caught between the affections of two childhood friends while battling the bloodthirsty demon inside of her that manifests at night.
81053953,Movie,Inside Man: Most Wanted,Michael J. Bassett,24-Sep-19,R,106 min,A hotshot NYPD negotiator butts heads with the FBI and meets his match in a meticulous criminal mastermind as she attempts to rob the Federal Reserve.
80134721,Movie,IO,Jonathan Helpert,18-Jan-19,TV-14,96 min,"As a young scientist searches for a way to save a dying Earth, she finds a connection with a man who's racing to catch the last shuttle off the planet."
81092325,Movie,Iron Cowboy: The Story of the 50.50.50,Jacob Schwab,19-Jul-19,TV-14,77 min,"A record-setting triathlete dares to complete 50 Ironman races – a 2.4-mile swim, a 112-mile bike ride, and a 26.2-mile run – in 50 days in 50 states."
80184625,Movie,Irreplaceable You,Stephanie Laing,16-Feb-18,TV-MA,96 min,"A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam, who's clueless when it comes to dating."
81060232,Movie,Jack Whitehall: Christmas with My Father,Richard van't Riet,12-Dec-19,TV-MA,65 min,"Jack Whitehall invites his notoriously stuffy father onstage in London's West End for a Christmas comedy extravaganza, complete with celebrity guests."
81014479,Movie,Jacob's Ladder,David M. Rosenthal,22-Dec-19,R,90 min,"After being reunited with a brother he thought was killed in combat, a former army medic begins to experience violent, paranoid visions."
81074367,Movie,Jaoon Kahan Bata Ae Dil,Aadish Keluskar,9-Aug-19,TV-MA,107 min,"A couple’s caustic, increasingly jarring interactions over a Mumbai evening strain their relationship until it threatens to break at its fraying seams."
81164636,Movie,Jarhead: Law of Return,Don Michael Paul,25-Dec-19,R,103 min,"When a U.S. senator’s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home."
80235268,Movie,Jefe,Sergio Barrejón,26-Oct-18,TV-MA,90 min,"A rude, self-centered businessman seems to be on the brink of losing everything until a night janitor at his office helps him find redemption."
81074113,Movie,Jeff Dunham: Beside Himself,Troy Miller,24-Sep-19,TV-MA,58 min,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture."
81078466,Movie,Jeff Garlin: Our Man In Chicago,Christopher Storer,12-Nov-19,TV-MA,59 min,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction."
81027753,Movie,Jenny Slate: Stage Fright,Gillian Robespierre,22-Oct-19,TV-MA,67 min,"Jenny Slate's first stand-up special is a mix of stage time, funny stories about adulthood and conversations with family in her childhood home."
81088283,Movie,Jesus: Countdown to Calvary,Gerry Hoban,1-Apr-19,TV-14,53 min,Host Hugh Bonneville traces Jesus' last days to learn how the execution of an itinerant Jewish preacher had an immense impact on society.
81235729,Movie,Jezebel,Numa Perrier,16-Jan-20,TV-MA,86 min,"During the internet's infancy, a vulnerable woman follows her sister into the sex industry as a webcam model but her sudden popularity tests their bond."
80214743,Movie,Jim Jefferies: This Is Me Now,Scott Zabielski,13-Jul-18,TV-MA,71 min,"The gleefully irreverent Jefferies skewers ""grabby"" celebrities, political hypocrisy and his own ill-advised career moves in a brash stand-up special."
81002929,Movie,Jo Koy: Comin' In Hot,Shannon Hartman,12-Jun-19,TV-MA,60 min,"Comedian Jo Koy takes center stage in Hawaii and shares his candid take on cultural curiosities, filter-free fatherhood and more."
80244640,Movie,Jo Pil-ho: The Dawning Rage,Lee Jeong-beom,3-May-19,TV-MA,128 min,"On the run from a dogged internal affairs agent, a corrupt cop reluctantly teams up with a defiant teen to unravel a conspiracy – before it's too late."
81069255,Movie,John & Yoko: Above Us Only Sky,Michael Epstein,1-May-19,TV-14,90 min,"Featuring interviews and never-before-seen footage, this film tells the story behind John Lennon and Yoko Ono’s seminal 1971 album, “Imagine.”"
81104634,Movie,John Mulaney & The Sack Lunch Bunch,Rhys Thomas,24-Dec-19,TV-PG,70 min,"John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special."
80238110,Movie,John Mulaney: Kid Gorgeous at Radio City,Alex Timbers,1-May-18,TV-MA,65 min,"John Mulaney relays stories from his childhood and “SNL,” eviscerates the value of college and laments getting older in this electric comedy special."
81038047,Movie,Jonaki,Aditya Vikram Sengupta,16-May-19,TV-14,96 min,"In this quiet, wistful drama, a woman on her deathbed searches her fraying memories for love and fulfillment through surreal, meditative tableaux."
81034599,Movie,Jonathan,Bill Oliver,16-Apr-19,TV-MA,101 min,"Two siblings share a body, each getting it for 12 hours a day. But when one of them breaks the rules, their whole way of life comes crashing down."
81046255,Movie,Joy,Sudabeh Mortezai,24-May-19,TV-MA,101 min,"Close to paying off her debts, a Nigerian sex worker in Austria coaches a reluctant novice, and assesses the risks of taking a faster path to freedom."
80184676,Movie,Juanita,Clark Johnson,8-Mar-19,TV-MA,90 min,"Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana."
81021098,Movie,Just Love,"Andy Caballero, Diego Corsini",24-Jan-19,TV-MA,96 min,"Inspired by his love affair with a conservative lawyer, the lead singer of a struggling garage band pens a hit song that propels him to fame."
81155859,Movie,Kaake Da Viyah,Rai Yuvraj Bains,23-Aug-19,TV-PG,133 min,"In this zany comedy, a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry."
81107545,Movie,Kabir Singh,Sandeep Reddy Vanga,19-Sep-19,TV-MA,171 min,"An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends."
80997400,Movie,Kardec,Wagner de Assis,29-Aug-19,TV-14,110 min,"In Catholic 19th-century France, professor Léon Rivail attends a séance and is moved to found spiritism, putting him in the authorities' sights."
80244853,Movie,"Ken Jeong: You Complete Me, Ho",Jon M. Chu,14-Feb-19,TV-MA,62 min,"In his first-ever stand-up special, Ken Jeong pays tribute to his wife and shares stories about Hollywood and how ""The Hangover"" saved his life."
80231156,Movie,Kevin Hart's Guide to Black History,Tom Stern,8-Feb-19,TV-PG,63 min,Kevin Hart highlights the fascinating contributions of black history’s unsung heroes in this entertaining – and educational – comedy special.
80158976,Movie,Kevin James: Never Don't Give Up,Andy Fickman,24-Apr-18,PG,62 min,"Kevin James makes his long-awaited return to stand-up in this family-friendly special, dishing on fatherhood, fans, his disdain for allergies and more."
81024696,Movie,Khido Khundi,Rohit Jugraj,1-Oct-18,TV-14,151 min,An embittered former hockey star must engage with the sport again to help his brother assemble a team for a momentous match against the British.
81094083,Movie,Kia and Cosmos,Sudipto Roy,1-May-19,TV-14,124 min,A 15-year-old girl with autism attempts to write a mystery novel based on her hunt for the killer of a neighborhood cat.
81044248,Movie,Kidnapping Stella,Thomas Sieben,12-Jul-19,TV-MA,90 min,"Snatched off the street and held for ransom, a bound and gagged woman uses her limited powers to derail her two masked abductors' carefully laid plans."
81132440,Movie,Kids on the Block,Tugçe Soysop,4-Oct-19,TV-PG,102 min,"When their fun in the park is threatened by a neighborhood nagger, a group of friends declares war to play freely on their turf."
81094666,Movie,Killer Cove,Damián Romay,14-May-19,TV-14,87 min,"An unlucky woman finds a solution for her hateful ex, a trying job hunt and a stalker through a charming P.I. – only to endure a new set of problems."
81172721,Movie,King of Boys,Kemi Adetiba,21-Sep-19,TV-MA,182 min,"When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything."
80190463,Movie,King of Peking,Sam Voutas,2-Jul-18,TV-PG,88 min,"Strapped for cash, a traveling projectionist begins to run a DVD pirating business, putting him at odds with his young, skeptical son."
80183187,Movie,Klaus,Sergio Pablos,15-Nov-19,PG,98 min,"A selfish postman and a reclusive toymaker form an unlikely friendship, delivering joy to a cold, dark town that desperately needs it."
81080637,Movie,Knock Down The House,Rachel Lears,1-May-19,PG,88 min,Go behind the scenes as four determined women – including Alexandria Ocasio-Cortez – challenge big-money politicians in the 2018 race for Congress.
80216834,Movie,Kodachrome,Mark Raso,20-Apr-18,TV-MA,105 min,"A record company exec joins his estranged dad, a famous photographer who's dying, on a road trip to the last lab still developing Kodachrome film."
81048548,Movie,Komola Rocket,Noor Imran Mithu,7-Jan-19,TV-14,95 min,"As the lives of rich and poor passengers aboard a steamship unfold, buried secrets, lustful affairs and selfish desires are exposed."
81110386,Movie,Krutant,Datta Mohan Bhandare,2-Jun-19,TV-14,114 min,"When a busy workaholic leaves town to meet friends, an unexpected delay leads him to the hut of an old man, whose haunting tale could change his life."
81018240,Movie,Kuch Bheege Alfaaz,Onir,1-Sep-18,TV-14,110 min,"After accidentally connecting over the Internet, two strangers form a tight friendship – not knowing they already share a bond."
81021082,Movie,Kuntilanak,Rizal Mantovani,12-Oct-18,TV-14,106 min,Five youngsters discover that an antique mirror found in their orphanage is home to an evil ghost who kidnaps children and imprisons them inside it.
81096151,Movie,Laatu,Manav Shah,2-May-19,TV-Y7,116 min,A man who hopes to bring light to his village must compete with an officer from the electricity department to win over the love of his life.
81024044,Movie,Lady J,Emmanuel Mouret,8-Mar-19,TV-14,111 min,"When her romance with a lustful marquis takes an unwelcome turn, a wealthy widow concocts a scheme to get revenge – with help from a younger woman."
81024308,Movie,Late Life: The Chien-Ming Wang Story,Frank W Chen,15-Mar-19,TV-14,98 min,Injuries sidelined the bright career of New York Yankees pitcher Chien-Ming Wang. This documentary captures his relentless battle back to the majors.
81048914,Movie,LEGO Marvel Super Heroes: Black Panther,Michael D. Black,1-Feb-19,TV-Y7-FV,22 min,"When Thanos joins forces with villains Killmonger and Klaue to destroy Earth, Black Panther rushes to stop them from stealing Wakanda's vibranium."
81060049,Movie,Leslie Jones: Time Machine,"David Benioff, D.B. Weiss",14-Jan-20,TV-MA,66 min,"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special."
80201542,Movie,Let It Snow,Luke Snellin,8-Nov-19,PG-13,93 min,"A snowstorm hits a small town on a cold Christmas Eve, affecting the friendships, love lives and futures of several high school seniors."
81188871,Movie,Let's Dance,Ladislas Chollat,4-Dec-19,TV-MA,109 min,"After his crew breaks up, a gifted but insecure hip-hop dancer teaches at a top ballet school in Paris, where he falls for an aspiring ballerina."
81034763,Movie,Lez Bomb,Jenna Laurenzo,7-Feb-19,TV-14,90 min,A young woman's attempt to come out of the closet on Thanksgiving gets complicated when her male roommate shows up to her parents' home unannounced.
81051693,Movie,Life of An Outcast,Pawan K Shrivastava,25-Feb-19,TV-14,80 min,"When authorities jail his son for rejecting religious bias, a poor father’s struggle to bail him out highlights rural India’s enduring casteism."
81087094,Movie,Lifechanger,Justin McConnell,28-May-19,TV-MA,84 min,"A shapeshifter has to kill, then inhabit his victims, or die. But as his need for new bodies speeds up, he finally faces down his own mortality."
81016592,Movie,Like Arrows,Kevin Peeples,6-May-19,TV-PG,99 min,"Over 50 years of their lives, a couple enjoys the blessings and setbacks of parenting, and learns that God has to be at the center of their family."
80174897,Movie,Like Father,Lauren Miller Rogen,3-Aug-18,TV-MA,104 min,"After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father."
81045765,Movie,Lilli,Prasobh Vijayan,17-Dec-18,TV-MA,85 min,"A woman who's about to give birth finds her maternal instincts kicking in when she's abducted, imprisoned and brutalized by a vicious gang."
81030789,Movie,Lionheart,Genevieve Nnaji,4-Jan-19,TV-PG,95 min,"When her father falls ill, Adaeze steps up to run the family business – alongside her uncle – and prove herself in a male-dominated world."
81110394,Movie,Little Miss Sumo,Matt Kay,28-Oct-19,TV-G,20 min,"In an ancient sport traditionally reserved for men, 20-year-old female sumo prodigy Hiyori attempts to revolutionize Japan’s national pastime."
80233408,Movie,"Live Twice, Love Once",Maria Ripoll,7-Jan-20,TV-MA,102 min,"When Emilio (Oscar Martínez) is diagnosed with Alzheimer's disease, he and his family embark on a quest to reunite him with his childhood crush."
80144280,Movie,Lo más sencillo es complicarlo todo,Rene Bueno,4-May-18,TV-PG,94 min,"When a 17-year-old learns the TV news host she pines for is engaged, she and her best friend launch an elaborate plan to prevent his marriage."
81132438,Movie,Locked on You,Kıvanç Baruönü,13-Sep-19,TV-14,105 min,"When his chatty nature lands him in trouble, an unlucky meatball seller flees Istanbul and finds a new life on a beautiful island."
80244683,Movie,"Lorena, Light-Footed Woman",Juan Carlos Rulfo,20-Nov-19,TV-G,28 min,Lorena Ramírez of Mexico's Rarámuri community lives a pastoral life – except when she straps on her sandals to compete as an ultramarathon runner.
81030342,Movie,Los Tigres del Norte at Folsom Prison,Tom Donahue,15-Sep-19,TV-PG,64 min,The beloved norteño band Los Tigres del Norte performs for the inmates of Folsom Prison on the 50th anniversary of Johnny Cash's iconic concert.
81016338,Movie,Love for Sale,Andibachtiar Yusuf,6-Oct-19,TV-14,101 min,"Richard accepts a bet that he can't find a companion to a friend's wedding, not knowing the dating app he's using includes a 45-day contract."
80227304,Movie,Love Per Square Foot,Anand Tiwari,14-Feb-18,TV-14,133 min,"Individually, bank employees Sanjay and Karina don't earn enough to be able to buy a home, so they decide to enter into a marriage of convenience."
81153373,Movie,Love Shot,Steven Fine,15-Jul-19,TV-MA,77 min,A charming hitman questions his profession after learning his next target is the karaoke singer he’s falling in love with.
80992501,Movie,Loving is Losing,Fernando Ayllón,26-Apr-19,TV-MA,91 min,"When a newly single photographer is forced to work with a longtime rival, the battle of their egos turns into a chance for love."
81123052,Movie,Luckee,Sanjay Jadhav,15-Jun-19,TV-14,113 min,"When his friends make a bet that he can woo his college crush, a lovesick student named Luckee struggles between satisfying his heart and hormones."
81113918,Movie,Luka Chuppi,Laxman Utekar,7-Jun-19,TV-14,125 min,"Pretending to marry in order to cohabitate, a small-town couple lands in endless awkward situations to hide the truth from their orthodox families."
81086435,Movie,Lupt,Prabhuraj,5-Apr-19,TV-14,110 min,"Haunted by disturbing visions, a workaholic takes a vacation with his family, but a detour leads them to an unsettling stranger and chilling events."
80991033,Movie,Lust Stories,"Zoya Akhtar, Karan Johar, Anurag Kashyap, Dibakar Banerjee",15-Jun-18,TV-MA,121 min,"In the companion to 2013's ""Bombay Talkies,"" four short films by four of India's biggest directors explore love, sex and relationships in modern India."
81113919,Movie,Made in China,Mikhil Musale,12-Jan-20,TV-MA,128 min,"After a trip to China, a struggling entrepreneur returns to India as the supplier of an illegal aphrodisiac — but all he ends up stimulating is chaos."
80244547,Movie,Maktub,Oded Raz,15-Jun-18,TV-MA,106 min,"After surviving a bomb attack, two low-level mobsters in Jerusalem change their ways and set about making strangers' Wailing Wall prayers come true."
81177238,Movie,Malaal,Mangesh Hadawale,26-Sep-19,TV-14,133 min,"Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl."
80242081,Movie,Malevolent,Olaf de Fleur,5-Oct-18,TV-MA,89 min,"A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very, very real."
80223928,Movie,Malibu Rescue,Savage Steve Holland,13-May-19,TV-G,70 min,"When a long list of shenanigans lands Tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program."
80220228,Movie,Malicious,Michael Winnick,1-Feb-19,TV-MA,91 min,"After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill."
81217739,Movie,Mallesham,Raj R,20-Nov-19,TV-PG,131 min,"A self-trained engineer risks debt, love and reputation in his quest to improve the grueling work conditions of his mother and her weaving community."
81176200,Movie,Manmadhudu 2,Rahul Ravindran,23-Sep-19,TV-MA,152 min,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop."
81039383,Movie,Manto,Nandita Das,30-Nov-18,TV-MA,114 min,The controversial and troubled Indo-Pakistani writer Saadat Hasan Manto finds his artistic choices challenged by censors.
81050688,Movie,Manu,Phanindra Narsetti,1-Aug-19,TV-MA,177 min,"The relationship between a painter and his admirer unfolds as an abstract, twist-filled hide-and-seek game against the backdrop of murder and revenge."
80236341,Movie,Maria,Pedring A. Lopez,17-May-19,TV-MA,90 min,"An ex-assassin tries to leave her dark past behind until a power-hungry gang targets her and her family, forcing her to summon her killer instincts."
81155858,Movie,Marriage Palace,Sunil Thakur,23-Aug-19,TV-14,135 min,"After a young man charms the girl he loves into accepting his proposal, an accidental swap on their wedding day leads him to marry the wrong bride."
80223779,Movie,Marriage Story,Noah Baumbach,6-Dec-19,R,137 min,Academy Award-nominated filmmaker Noah Baumbach directs this incisive and compassionate look at a marriage coming apart and a family staying together.
80990869,Movie,"Martin Matte: La vie, la mort...eh la la..!",Jean-François Blais,14-Oct-19,TV-14,62 min,"Quebecois comedy star Martin Matte serves up embarrassing personal stories, a solution for social media trolls and more in this unpredictable special."
80217130,Movie,Mary and the Witch's Flower,Hiromasa Yonebayashi,17-Jul-18,PG,103 min,"Ordinary girl Mary picks an extraordinary flower and travels to Endor College, a school for magic. But its foremost teachers have a sinister plan."
80221446,Movie,Mary Poppins Returns,Rob Marshall,9-Jul-19,PG,131 min,"In 1930s London, Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears."
81071891,Movie,Master Z: The Ip Man Legacy,Yuen Woo-ping,23-Oct-19,TV-MA,108 min,"In this spin-off, a martial arts expert once defeated by Ip Man is forced to abandon his reclusive lifestyle to combat a rising Chinese triad."
81113926,Movie,Mauli,Aditya Sarpotdar,17-Jul-19,TV-14,136 min,An unconventional police officer faces off against a gang of thugs as he tries to bring order to the far-flung village he’s been stationed in.
81030893,Movie,May the Devil Take You,Timo Tjahjanto,15-Nov-18,TV-MA,111 min,"Hoping to find answers to her estranged father's mysterious illness, a young woman visits his old villa and uncovers a horrifying truth from the past."
81147910,Movie,Mayday Life,Muh Chen,23-Aug-19,TV-PG,120 min,Mayday's Life Tour concert unfolds as five fading superheroes are summoned to save the world from an extraterrestrial enemy that detests sound.
81177371,Movie,Mehandi Circus,Saravana Rajendran,30-Oct-19,TV-14,126 min,"In the early 1990s, the love between a cassette shop owner and a traveling circus performer challenges caste barriers and disapproving parents."
81077874,Movie,Merata: How Mum Decolonised the Screen,Hepi Mita,12-May-19,TV-14,88 min,New Zealand film archivist Heperi Mita traces the cinematic legacy of his mother and trailblazing Maori filmmaker Merata Mita.
81038545,Movie,Mercy Black,Owen Egerton,31-Mar-19,TV-14,88 min,"Fifteen years after a traumatic crime, a woman is released from psychiatric care and tries to drive out an evil spirit that continues to haunt her."
80237006,Movie,Mere Pyare Prime Minister,Rakeysh Omprakash Mehra,31-May-19,TV-MA,103 min,"When his mother suffers a traumatic incident, a boy from the Mumbai slums treks to Delhi to deliver his written plea for justice to the Prime Minister."
81045060,Movie,Merku Thodarchi Malai,Lenin Bharathi,1-Jan-19,TV-MA,115 min,"In southern India, a laborer's dreams of owning a piece of land to farm is complicated by political corruption."
81172727,Movie,Merry Men: The Real Yoruba Demons,Toka McBaror,21-Sep-19,TV-MA,106 min,"Four of the richest bachelors in Abuja, Nigeria enjoy a life of fast cars, palatial homes and female attention while concealing their true activities."
81141694,Movie,Mi amigo Alexis,Alejandro Fernández Almendras,30-Aug-19,TV-PG,102 min,"When a young soccer fan and his idol forge an unexpected friendship, the connection teaches them both lessons about life and their love of the game."
81023638,Movie,Mi Obra Maestra,Gastón Duprat,25-Jan-19,TV-MA,105 min,"A sly art dealer tries to revive the career of his longtime pal, a surly painter, with a risky plan that tests their morals and friendship."
81036542,Movie,Michelle Wolf: Joke Show,Lance Bangs,10-Dec-19,TV-MA,60 min,"Comedian Michelle Wolf takes on outrage culture, massages, childbirth, feminism and much more (like otters) in a stand-up special from New York City."
81062293,Movie,Mike Birbiglia: The New One,Seth Barrish,26-Nov-19,TV-MA,86 min,Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood.
80996192,Movie,Mike Epps: Only One Mike,Kevin Bray,25-Jun-19,TV-MA,63 min,"In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more."
80991158,Movie,Mirage,Oriol Paulo,22-Mar-19,TV-MA,129 min,"A space-time continuum glitch allows Vera to save a boy's life 25 years earlier, but results in the loss of her daughter, whom she fights to get back."
80198632,Movie,Mission of Honor,David Blair,29-Jul-19,TV-MA,107 min,"As Hitler's Nazis threaten to take command of Britain's skies, a squadron of Polish pilots arrives to aid the Royal Air Force against a mutual enemy."
81054495,Movie,Mo Gilligan: Momentum,Chris Howe,30-Sep-19,TV-MA,64 min,"Comedian Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club."
81165769,Movie,Mokalik (Mechanic),Kunle Afolayan,1-Sep-19,TV-14,100 min,A young boy's life shifts when he's sent to work at a mechanic's shop far from his suburban home until an opportunity forces him to make a tough choice.
81172848,Movie,Moms at War,Omoni Oboli,19-Oct-19,TV-14,92 min,"Two fierce mothers become rivals when a school contest forces their kids, both model students, to compete against one another to be the best in class."
81076251,Movie,Money Trap,Yılmaz Erdoğan,26-Apr-19,TV-MA,122 min,"When his daughter and son-in-law fall prey to a scam, Istanbul con man Asım Noyan meets his match in a madcap kingpin of an underground gambling world."
80993105,Movie,Mowgli: Legend of the Jungle,Andy Serkis,7-Dec-18,PG-13,105 min,An orphaned boy raised by animals in the jungle seizes his destiny while confronting a dangerous enemy – and his own human origins.
81026343,Movie,Mr. Chandramouli,Thiru,18-Oct-18,TV-MA,131 min,"When the lives of a carefree boxer and his cabdriver dad collide with the ambitions of a ruthless businessman, a search for answers turns to revenge."
81049260,Movie,Munafik 2,Syamsul Yusof,1-May-19,TV-MA,104 min,"Haunted by terrifying visions, a Muslim healer finds his faith tested when he helps a woman locked in battle, body and soul, with a diabolical leader."
81033430,Movie,Music Teacher,Sarthak Dasgupta,19-Apr-19,TV-14,102 min,A dejected small-town music teacher grapples with guilt and regret when his ex-pupil who once loved him returns home as the star he always wanted to be.
80119233,Movie,Mute,Duncan Jones,23-Feb-18,TV-MA,127 min,"When his girlfriend vanishes, a mute man ventures into a near-future Berlin's seamy underworld, where his actions speak louder than words."
81002211,Movie,My Birthday Song,Samir Soni,1-Jul-18,TV-14,92 min,"After a wild night of impulse and infidelity, advertising executive Rajiv Kaul must navigate the blurred lines between life, death, fact and fiction."
81018563,Movie,My Little Pony Equestria Girls: Forgotten Friendship,Ishi Rudell,1-Oct-18,TV-Y7,44 min,School yearbook editor Sunset Shimmer has suddenly been erased from the memories of her best friends and must find out how to fix this.
81018860,Movie,My Little Pony Friendship Is Magic: Best Gift Ever,"Denny Lu, Mike Myhre",25-Nov-18,TV-Y,44 min,"The ponies get in the spirit of the holidays by drawing names for a gift exchange, then race around Equestria in search of the perfect presents."
80189630,Movie,Nappily Ever After,Haifaa Al-Mansour,7-Mar-19,TV-MA,99 min,"When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover."
81057249,Movie,Nathicharami,Mansore,28-Jan-19,TV-14,114 min,"Reeling from the loss of her husband, a widow struggles to fulfill her physical and emotional desires despite social taboos around female sexuality."
81045069,Movie,Neevevaro,Hari Nath,15-Feb-19,TV-14,132 min,"When a blind chef’s girlfriend goes missing, his unnerving search for her leads him to find there's more to her disappearance than what meets the eye."
80216820,Movie,Never Heard,Josh Webber,15-Feb-19,TV-14,89 min,"As his father sits behind bars, a young man is lured into Los Angeles' merciless drug world and forced to choose between God and gang life."
81172723,Movie,New Money,Tope Oshin,18-Oct-19,TV-14,107 min,An aspiring fashion designer's life is transformed after she discovers she’s the heiress of a billion-dollar empire left by her estranged father.
81062853,Movie,Next Enti?,Kunal Kohli,9-Jan-19,TV-14,117 min,"Clashing views on intimacy lead a couple to go their separate ways to reflect on commitment and companionship, before suddenly crossing paths again."
80988892,Movie,Next Gen,"Kevin R. Adams, Joe Ksander",7-Sep-18,TV-PG,106 min,"When lonely Mai forms an unlikely bond with a top-secret robot, they embark on an intense, action-packed adventure to foil the plot of a vicious villain."
81002876,Movie,Nikki Glaser: Bangin’,Nicholaus Goossen,1-Oct-19,TV-MA,64 min,"Nikki Glaser bares all in a blistering stand-up special about sex, sobriety and getting over her own insecurities. And she won't spare you the details."
81093113,Movie,NiNoKuni,Yoshiyuki Momose,16-Jan-20,TV-14,107 min,Two average teens go on a magical quest to save the life of their friend and her counterpart from another world. But love complicates their journey.
81093925,Movie,Njan Prakashan,Sathyan Anthikad,26-Apr-19,TV-PG,125 min,"Yearning for a lavish life abroad, an entitled, lazy sexist crafts a scam to ditch his thankless nursing job and find a wealthy spouse to secure a visa."
80241666,Movie,No Estoy Loca,Nicolás López,4-May-18,TV-MA,116 min,A woman enters a quirky mental health clinic after attempting suicide upon finding out her husband is having an affair with her best friend.
81177367,Movie,Noblemen,Vandana Kataria,5-Oct-19,TV-MA,109 min,"When he lands the lead in his Christian school's production of ""The Merchant of Venice,"" a secretly gay student is bullied by wealthy upperclassmen."
81065331,Movie,Norm of the North: Keys to the Kingdom,Tim Maltby,13-May-19,TV-PG,92 min,"When Norm the polar bear is framed for a crime he didn’t commit, his friends step up to help him clear his name."
81145628,Movie,Norm of the North: King Sized Adventure,"Richard Finn, Tim Maltby",9-Sep-19,TV-PG,90 min,"Before planning an awesome wedding for his grandfather, a polar bear king must take back a stolen artifact from an evil archaeologist first."
81004099,Movie,Nothing to Hide,Fred Cavayé,16-Nov-18,TV-MA,94 min,"To spice up a dinner party, old friends agree to share every private message that pops up on their phones – with disastrous results."
80186829,Movie,Nothing to Lose,Alexandre Avancini,20-Jul-18,PG,133 min,This biographical drama traces the rise to fame of controversial Brazilian evangelical leader and business titan Edir Macedo.
81121172,Movie,NOVA: Black Hole Apocalypse,Rushmore DeNooyer,1-Jul-19,TV-G,113 min,"Astrophysicists show how black holes might hold answers to how the universe evolved, leading to life on Earth and, ultimately, the human race."
81121177,Movie,NOVA: Decoding the Weather Machine,Doug Hamilton,1-Jul-19,TV-14,113 min,"Scientists investigate Earth’s climate machine, looking for clues across the globe, from Greenland’s ice sheet to the desert of Australia."
81121180,Movie,NOVA: First Face of America,Graham Townsley,1-Jul-19,TV-PG,53 min,"During risky expeditions in an underwater cave, scientists unearth a 13,000-year-old skeleton to gain insight into the earliest known humans in America."
